tstamp,cuisine,critical_flag,borough
2020-02-06,Coffee/Tea,Critical,Manhattan
2020-02-08,American,Not Critical,Brooklyn
2020-02-20,African,Critical,Brooklyn
2020-02-27,Asian,Not Critical,Manhattan
2020-03-11,Asian/Asian Fusion,Critical,Queens
2020-02-12,American,Critical,Bronx
2020-02-26,Pizza,Not Critical,Manhattan
2020-02-26,Pizza,Not Critical,Manhattan
2020-02-04,Coffee/Tea,Critical,Manhattan
2020-03-13,Asian,Not Critical,Manhattan
2020-03-02,Asian,Not Critical,Brooklyn
2020-02-04,Asian,Critical,Queens
2020-03-11,American,Not Critical,Bronx
2020-03-11,American,Not Critical,Bronx
2020-02-21,Pizza,Critical,Manhattan
2020-02-19,Asian,Critical,Manhattan
2020-02-05,Bottled Beverages,Critical,Brooklyn
2020-02-19,Specialty,Critical,Manhattan
2020-03-05,Asian,Critical,Queens
2020-02-11,International,Critical,Manhattan
2020-02-07,Mexican,Critical,Bronx
2020-03-02,Asian,Not Critical,Manhattan
2020-03-02,Pizza,Critical,Brooklyn
2020-03-12,American,Not Critical,Manhattan
2020-03-12,Mediterranean,Critical,Brooklyn
2020-02-08,Italian,Not Critical,Manhattan
2020-03-03,American,Critical,Bronx
2020-02-03,Italian,Not Critical,Manhattan
2020-02-11,Mexican,Not Critical,Manhattan
2020-02-08,Mediterranean,Not Critical,Bronx
2020-03-16,Asian,Critical,Bronx
2020-02-11,International,Critical,Manhattan
2020-02-26,Italian,Critical,Brooklyn
2020-02-21,American,Critical,Queens
2020-03-05,Bakery Products/Desserts,Critical,Manhattan
2020-02-19,Asian/Asian Fusion,Not Critical,Manhattan
2020-02-10,Asian,Critical,Brooklyn
2020-02-03,Mexican,Not Critical,Manhattan
2020-02-25,Asian,Not Critical,Manhattan
2020-02-10,Coffee/Tea,Critical,Manhattan
2020-03-12,Pizza,Not Critical,Manhattan
2020-03-12,Italian,Not Critical,Manhattan
2020-03-09,American,Not Critical,Manhattan
2020-02-10,Mediterranean,Not Critical,Manhattan
2020-02-10,Mediterranean,Not Critical,Manhattan
2020-02-12,American,Critical,Manhattan
2020-03-06,Coffee/Tea,Critical,Manhattan
2020-02-27,Asian,Not Critical,Queens
2020-02-25,Latin American,Not Critical,Bronx
2020-02-25,Latin American,Not Critical,Bronx
2020-03-10,Soups & Sandwiches,Not Critical,Queens
2020-02-12,Coffee/Tea,Critical,Manhattan
2021-01-06,International,Not Critical,Queens
2020-02-12,American,Not Critical,Manhattan
2020-02-19,Mediterranean,Not Critical,Queens
2020-02-11,International,Critical,Brooklyn
2020-02-13,Italian,Critical,Manhattan
2020-02-15,American,Not Critical,Manhattan
2020-02-12,Italian,Not Critical,Staten Island
2020-02-18,Asian,Critical,Brooklyn
2020-02-04,Specialty,Not Critical,Manhattan
2020-03-02,American,Not Critical,Manhattan
2020-03-03,Latin American,Critical,Bronx
2020-02-04,American,Critical,Queens
2020-03-13,Coffee/Tea,Not Critical,Manhattan
2020-03-13,Coffee/Tea,Not Critical,Manhattan
2020-03-02,Mexican,Critical,Manhattan
2020-02-21,American,Not Critical,Queens
2020-02-03,African,Not Critical,Brooklyn
2020-02-10,American,Not Critical,Queens
2020-02-27,Latin/Caribbean,Not Critical,Queens
2020-02-10,Pizza,Critical,Manhattan
2020-02-29,Asian,Not Critical,Queens
2020-02-26,Pizza,Not Critical,Queens
2020-02-10,Pizza,Critical,Manhattan
2020-02-11,American,Not Critical,Bronx
2020-03-16,Specialty,Critical,Bronx
2020-02-06,American,Critical,Manhattan
2020-02-11,Asian,Not Critical,Queens
2020-02-11,Asian,Not Critical,Queens
2020-03-07,American,Critical,Queens
2020-02-27,American,Not Critical,Brooklyn
2020-03-06,Latin/Caribbean,Not Critical,Brooklyn
2020-03-12,Mediterranean,Not Critical,Queens
2020-03-12,Mediterranean,Not Critical,Queens
2020-02-06,Pizza,Critical,Brooklyn
2020-03-03,Italian,Not Critical,Staten Island
2020-02-07,American,Critical,Manhattan
2020-03-02,Asian,Critical,Manhattan
2020-02-26,American,Critical,Manhattan
2020-03-02,Specialty,Not Critical,Manhattan
2020-03-02,Specialty,Not Critical,Manhattan
2020-02-04,Latin American,Not Critical,Brooklyn
2020-03-11,Asian,Critical,Queens
2020-02-15,Mediterranean,Not Critical,Bronx
2020-02-06,Pizza,Critical,Manhattan
2020-03-10,Asian,Not Critical,Queens
2020-02-05,Pizza,Critical,Brooklyn
2020-03-09,Mexican,Critical,Brooklyn
2020-02-12,American,Critical,Brooklyn
2020-02-08,Specialty,Critical,Brooklyn
2020-03-05,Latin American,Critical,Queens
2020-03-04,Specialty,Critical,Brooklyn
2020-03-04,Specialty,Critical,Brooklyn
2020-03-03,Asian,Not Critical,Manhattan
2020-02-26,American,Critical,Manhattan
2020-02-12,Asian,Critical,Staten Island
2020-03-09,Asian,Critical,Manhattan
2020-03-09,American,Not Critical,Manhattan
2020-02-24,Asian,Critical,Brooklyn
2020-03-06,Pizza,Critical,Manhattan
2020-02-08,Mediterranean,Critical,Bronx
2020-02-18,Asian,Critical,Brooklyn
2020-02-19,American,Critical,Manhattan
2020-02-10,American,Critical,Queens
2020-03-03,Asian,Not Critical,Staten Island
2020-03-12,American,Critical,Brooklyn
2020-03-13,Latin/Caribbean,Critical,Brooklyn
2020-02-28,American,Critical,Manhattan
2020-02-05,Latin American,Critical,Queens
2020-02-10,Specialty,Not Critical,Queens
2020-03-11,Asian,Critical,Queens
2020-03-11,Asian,Critical,Queens
2020-02-05,Specialty,Not Critical,Brooklyn
2020-02-08,American,Not Critical,Brooklyn
2020-03-03,Mexican,Critical,Manhattan
2020-02-13,Asian,Critical,Queens
2020-03-13,Asian,Not Critical,Queens
2020-03-04,American,Not Critical,Brooklyn
2020-03-03,Asian,Critical,Queens
2020-02-04,Mediterranean,Critical,Queens
2020-03-02,Asian,Critical,Brooklyn
2020-02-06,Asian,Not Critical,Bronx
2020-02-06,Asian,Not Critical,Bronx
2020-03-03,Asian,Not Critical,Brooklyn
2020-02-26,Coffee/Tea,Not Critical,Manhattan
2020-02-10,Pizza,Critical,Manhattan
2020-02-04,Asian,Critical,Queens
2020-02-20,Asian,Not Critical,Queens
2020-02-06,American,Critical,Staten Island
2020-02-24,Asian,Critical,Manhattan
2020-03-10,Pizza,Not Critical,Queens
2020-02-22,Latin/Caribbean,Critical,Queens
2020-02-13,Specialty,Not Critical,Manhattan
2020-02-27,International,Not Critical,Manhattan
2020-02-04,International,Not Critical,Manhattan
2020-02-24,Mexican,Not Critical,Bronx
2020-02-19,Bakery,Critical,Bronx
2020-02-10,Pizza,Critical,Brooklyn
2020-02-28,American,Not Critical,Manhattan
2020-02-13,Latin American,Not Critical,Staten Island
2020-02-13,Latin American,Not Critical,Staten Island
2020-02-13,Latin American,Not Critical,Staten Island
2020-02-06,International,Not Critical,Brooklyn
2020-02-12,Asian,Critical,Queens
2020-03-04,Pizza,Not Critical,Brooklyn
2020-03-02,Specialty,Not Critical,Manhattan
2020-03-02,American,Critical,Manhattan
2020-02-11,Specialty,Not Critical,Brooklyn
2020-02-13,Asian,Critical,Manhattan
2020-02-21,Deli/Buffett,Not Critical,Queens
2020-02-21,Deli/Buffett,Not Critical,Queens
2020-03-16,Latin/Caribbean,Not Critical,Bronx
2020-02-28,Specialty,Critical,Manhattan
2020-03-05,American,Not Critical,Manhattan
2020-03-03,American,Critical,Manhattan
2020-02-24,Asian,Critical,Brooklyn
2020-02-08,Latin American,Not Critical,Queens
2020-02-21,Pizza,Critical,Queens
2020-02-26,Latin American,Not Critical,Manhattan
2020-02-08,American,Critical,Brooklyn
2020-03-05,Specialty,Not Critical,Brooklyn
2020-02-11,Soups & Sandwiches,Not Critical,Bronx
2020-02-28,Asian,Not Critical,Manhattan
2020-02-03,Asian,Not Critical,Queens
2020-02-03,Asian,Not Critical,Queens
2020-02-24,Mexican,Critical,Bronx
2020-03-04,Coffee/Tea,Critical,Manhattan
2020-02-12,American,Not Critical,Queens
2020-03-07,Mexican,Not Critical,Brooklyn
2020-03-07,Mexican,Not Critical,Brooklyn
2020-02-24,Asian,Critical,Manhattan
2020-02-21,Italian,Not Critical,Manhattan
2020-02-21,American,Not Critical,Manhattan
2020-02-13,American,Not Critical,Manhattan
2020-02-19,Asian,Not Critical,Brooklyn
2020-02-24,Asian,Not Critical,Queens
2020-03-05,Soups & Sandwiches,Not Critical,Brooklyn
2020-02-26,Mexican,Not Critical,Brooklyn
2020-02-04,Bakery,Critical,Brooklyn
2020-03-02,Asian,Not Critical,Brooklyn
2020-02-20,Bakery Products/Desserts,Critical,Queens
2020-03-09,Asian,Not Critical,Queens
2020-03-09,Asian,Not Critical,Queens
2020-03-11,Asian,Critical,Manhattan
2020-02-20,Latin American,Not Critical,Bronx
2020-03-05,Asian,Critical,Queens
2020-03-11,Mexican,Not Critical,Manhattan
2020-02-14,Latin American,Critical,Manhattan
2020-02-04,Asian,Not Critical,Queens
2020-03-03,Coffee/Tea,Critical,Queens
2020-02-07,Coffee/Tea,Not Critical,Manhattan
2020-03-02,Asian,Not Critical,Queens
2020-02-13,Other,Critical,Brooklyn
2020-03-16,Mediterranean,Not Critical,Queens
2020-03-16,Mediterranean,Not Critical,Queens
2020-02-13,Italian,Critical,Manhattan
2020-03-05,American,Not Critical,Brooklyn
2020-03-05,American,Not Critical,Brooklyn
2020-03-09,Coffee/Tea,Critical,Queens
2020-02-28,Asian,Critical,Manhattan
2020-03-04,Asian,Critical,Brooklyn
2020-02-13,Italian,Not Critical,Brooklyn
2020-03-10,American,Not Critical,Brooklyn
2020-02-19,Mediterranean,Critical,Brooklyn
2020-02-03,Latin/Caribbean,Critical,Queens
2020-03-04,Specialty,Not Critical,Queens
2020-03-04,Specialty,Not Critical,Queens
2020-03-04,Specialty,Not Critical,Queens
2020-02-07,American,Not Critical,Manhattan
2020-02-21,Latin/Caribbean,Critical,Manhattan
2020-02-24,American,Not Critical,Brooklyn
2020-03-03,Specialty,Critical,Manhattan
2020-02-10,Mexican,Critical,Manhattan
2020-02-06,Italian,Not Critical,Manhattan
2020-02-05,American,Not Critical,Manhattan
2020-02-28,Asian,Not Critical,Manhattan
2020-02-10,Coffee/Tea,Not Critical,Queens
2020-03-13,Mexican,Not Critical,Brooklyn
2020-02-26,Pizza,Not Critical,Queens
2020-02-06,Specialty,Critical,Brooklyn
2020-02-21,Pizza,Not Critical,Manhattan
2020-03-10,Latin/Caribbean,Critical,Bronx
2020-03-05,Italian,Critical,Brooklyn
2020-02-05,Italian,Not Critical,Manhattan
2020-02-26,Asian/Asian Fusion,Not Critical,Queens
2020-02-10,Asian,Not Critical,Manhattan
2020-02-10,Asian,Not Critical,Manhattan
2020-03-16,Latin American,Not Critical,Queens
2020-02-04,Latin/Caribbean,Critical,Queens
2020-02-12,Asian,Not Critical,Manhattan
2020-02-05,Latin American,Not Critical,Brooklyn
2020-02-05,Latin American,Not Critical,Brooklyn
2020-02-13,Steakhouse,Critical,Queens
2020-03-12,American,Critical,Brooklyn
2020-02-26,American,Critical,Bronx
2020-03-09,Coffee/Tea,Not Critical,Brooklyn
2020-03-06,American,Critical,Manhattan
2020-03-13,Pizza,Not Critical,Brooklyn
2020-03-03,Italian,Not Critical,Bronx
2020-02-19,Italian,Critical,Manhattan
2020-02-19,Bakery,Not Critical,Manhattan
2020-02-19,Coffee/Tea,Critical,Manhattan
2020-02-05,Asian,Not Critical,Brooklyn
2020-02-24,Asian,Critical,Brooklyn
2020-03-16,Specialty,Critical,Manhattan
2020-02-18,Specialty,Critical,Brooklyn
2020-02-12,Pizza,Not Critical,Manhattan
2020-03-03,American,Critical,Queens
2020-02-06,Specialty,Critical,Bronx
2020-02-26,Pizza,Critical,Brooklyn
2020-02-29,Latin American,Not Critical,Queens
2020-03-10,Asian,Not Critical,Brooklyn
2020-02-13,Asian,Critical,Queens
2020-02-25,Asian,Not Critical,Queens
2020-03-12,Specialty,Critical,Manhattan
2020-03-16,Bakery Products/Desserts,Critical,Queens
2020-03-02,Coffee/Tea,Critical,Staten Island
2020-03-03,Italian,Not Critical,Manhattan
2020-03-03,Italian,Not Critical,Manhattan
2020-03-04,Bakery Products/Desserts,Not Critical,Queens
2020-03-12,American,Critical,Bronx
2020-02-07,Soups & Sandwiches,Critical,Manhattan
2020-02-18,Italian,Not Critical,Manhattan
2020-02-19,American,Not Critical,Bronx
2020-02-06,International,Not Critical,Brooklyn
2020-02-21,Mediterranean,Not Critical,Brooklyn
2020-03-13,Specialty,Not Critical,Manhattan
2020-03-10,American,Critical,Brooklyn
2020-02-24,Latin/Caribbean,Not Critical,Brooklyn
2020-02-20,Coffee/Tea,Not Critical,Brooklyn
2020-02-06,Bakery,Not Critical,Queens
2020-02-12,Bakery Products/Desserts,Not Critical,Bronx
2020-02-12,Bakery Products/Desserts,Not Critical,Bronx
2020-03-03,Asian,Not Critical,Manhattan
2020-02-26,Specialty,Critical,Queens
2020-02-11,American,Critical,Manhattan
2020-03-10,American,Not Critical,Brooklyn
2020-02-20,Mexican,Not Critical,Queens
2020-02-12,American,Not Critical,Manhattan
2020-02-26,Specialty,Critical,Brooklyn
2020-02-24,Mediterranean,Not Critical,Manhattan
2020-03-10,Soups & Sandwiches,Not Critical,Manhattan
2020-02-26,Other,Critical,Manhattan
2020-02-19,Asian,Critical,Brooklyn
2020-02-07,American,Not Critical,Brooklyn
2020-02-07,American,Not Critical,Brooklyn
2020-02-19,Specialty,Not Critical,Brooklyn
2020-03-03,American,Not Critical,Manhattan
2020-02-10,African,Not Critical,Manhattan
2020-02-22,International,Not Critical,Manhattan
2020-03-04,Asian,Critical,Staten Island
2020-02-03,Specialty,Critical,Manhattan
2020-03-04,Mediterranean,Critical,Queens
2020-03-10,Asian,Critical,Queens
2020-03-10,American,Not Critical,Manhattan
2020-02-26,Asian,Critical,Queens
2020-03-16,Bakery,Not Critical,Manhattan
2020-02-11,American,Not Critical,Bronx
2020-02-05,International,Critical,Manhattan
2020-03-16,Asian,Critical,Queens
2020-03-04,Coffee/Tea,Not Critical,Manhattan
2020-03-04,Coffee/Tea,Not Critical,Manhattan
2020-02-19,Coffee/Tea,Not Critical,Brooklyn
2020-02-06,Specialty,Critical,Manhattan
2020-02-04,Coffee/Tea,Critical,Brooklyn
2020-02-25,Asian,Not Critical,Manhattan
2020-02-10,American,Not Critical,Manhattan
2020-02-05,International,Critical,Brooklyn
2020-02-03,Bakery Products/Desserts,Critical,Manhattan
2020-03-02,Asian,Critical,Queens
2020-03-16,Mexican,Critical,Brooklyn
2020-03-16,American,Critical,Manhattan
2020-02-12,Mediterranean,Critical,Manhattan
2020-03-10,Coffee/Tea,Critical,Brooklyn
2020-02-03,Coffee/Tea,Critical,Manhattan
2020-03-05,American,Not Critical,Manhattan
2020-02-04,American,Critical,Brooklyn
2020-03-04,American,Not Critical,Staten Island
2020-03-13,American,Critical,Brooklyn
2020-02-19,Coffee/Tea,Not Critical,Manhattan
2020-02-11,Asian,Not Critical,Queens
2020-02-18,American,Not Critical,Manhattan
2020-02-13,Mexican,Critical,Queens
2020-02-18,Asian,Critical,Brooklyn
2020-02-12,Mediterranean,Not Critical,Brooklyn
2020-02-14,Mediterranean,Critical,Brooklyn
2020-02-13,Latin/Caribbean,Critical,Manhattan
2020-02-20,American,Not Critical,Brooklyn
2020-02-26,Specialty,Critical,Bronx
2020-03-03,Asian,Critical,Queens
2020-02-20,Bakery Products/Desserts,Critical,Manhattan
2020-02-06,Soups & Sandwiches,Critical,Manhattan
2020-02-19,Specialty,Critical,Brooklyn
2020-02-12,Asian,Not Critical,Manhattan
2020-02-21,Asian,Critical,Queens
2020-03-16,Pizza,Critical,Queens
2020-02-11,Pizza,Not Critical,Staten Island
2020-02-13,Bakery Products/Desserts,Not Critical,Brooklyn
2020-02-03,Asian/Asian Fusion,Not Critical,Brooklyn
2020-02-05,Pizza,Not Critical,Queens
2020-03-10,Soups & Sandwiches,Not Critical,Queens
2020-03-10,Soups & Sandwiches,Not Critical,Queens
2020-02-03,Italian,Not Critical,Manhattan
2020-02-28,Asian,Not Critical,Manhattan
2020-02-28,Asian,Not Critical,Manhattan
2020-03-03,Latin American,Not Critical,Manhattan
2020-02-27,Mediterranean,Critical,Manhattan
2020-02-14,Latin American,Not Critical,Bronx
2020-02-24,American,Not Critical,Manhattan
2020-03-06,Coffee/Tea,Not Critical,Brooklyn
2020-03-12,Specialty,Not Critical,Brooklyn
2020-03-05,Italian,Critical,Manhattan
2020-03-09,Mexican,Critical,Queens
2020-03-11,Asian,Critical,Manhattan
2020-02-06,American,Not Critical,Manhattan
2020-02-06,American,Not Critical,Manhattan
2020-02-10,Soups & Sandwiches,Critical,Brooklyn
2020-02-03,Bottled Beverages,Not Critical,Queens
2020-02-11,Pizza,Critical,Manhattan
2020-02-13,Asian,Critical,Queens
2020-02-18,Latin/Caribbean,Not Critical,Brooklyn
2020-03-04,Mexican,Critical,Manhattan
2020-03-14,American,Not Critical,Queens
2020-02-05,Specialty,Critical,Brooklyn
2020-02-26,Mediterranean,Critical,Manhattan
2021-01-11,Specialty,Not Critical,Queens
2020-02-25,Specialty,Critical,Bronx
2020-02-13,American,Critical,Brooklyn
2020-02-20,Bakery Products/Desserts,Critical,Bronx
2020-02-03,Italian,Critical,Manhattan
2020-03-03,American,Critical,Manhattan
2020-03-09,Latin American,Not Critical,Queens
2020-02-20,Specialty,Critical,Queens
2020-02-20,Specialty,Critical,Queens
2020-03-16,American,Critical,Bronx
2020-03-12,American,Critical,Manhattan
2020-03-16,Italian,Not Critical,Manhattan
2020-02-15,Asian/Asian Fusion,Critical,Brooklyn
2020-03-06,Soups & Sandwiches,Critical,Manhattan
2020-02-19,Frozen Desserts,Not Critical,Manhattan
2020-02-19,Frozen Desserts,Not Critical,Manhattan
2020-03-04,Frozen Desserts,Not Critical,Staten Island
2020-03-04,Frozen Desserts,Not Critical,Staten Island
2020-02-13,Asian/Asian Fusion,Not Critical,Brooklyn
2020-02-21,Latin/Caribbean,Not Critical,Brooklyn
2020-02-26,Mediterranean,Critical,Manhattan
2020-02-28,Pizza,Not Critical,Bronx
2020-02-20,Coffee/Tea,Critical,Manhattan
2020-02-21,Mediterranean,Critical,Queens
2020-02-20,Asian/Asian Fusion,Not Critical,Queens
2020-02-24,Coffee/Tea,Critical,Manhattan
2020-03-09,American,Not Critical,Manhattan
2020-02-24,Latin/Caribbean,Not Critical,Manhattan
2020-02-24,Latin/Caribbean,Not Critical,Manhattan
2020-02-06,American,Critical,Brooklyn
2020-02-05,Other,Critical,Brooklyn
2020-02-03,Pizza,Not Critical,Queens
2020-02-03,Asian,Not Critical,Manhattan
2020-02-13,American,Not Critical,Queens
2020-03-14,American,Critical,Queens
2020-02-24,Asian,Critical,Queens
2020-03-16,Specialty,Not Critical,Brooklyn
2020-03-06,Coffee/Tea,Not Critical,Manhattan
2020-02-15,American,Not Critical,Manhattan
2020-03-02,Asian,Not Critical,Queens
2020-02-04,American,Not Critical,Manhattan
2020-02-15,American,Critical,Manhattan
2020-02-27,Asian,Not Critical,Queens
2020-03-03,Pizza,Critical,Queens
2020-03-11,Specialty,Not Critical,Manhattan
2020-03-03,Latin American,Not Critical,Bronx
2020-02-27,American,Critical,Staten Island
2020-02-14,Latin American,Critical,Bronx
2020-03-13,American,Not Critical,Manhattan
2020-03-14,American,Not Critical,Manhattan
2020-02-14,Asian,Not Critical,Manhattan
2020-03-12,Coffee/Tea,Critical,Manhattan
2020-03-03,American,Not Critical,Bronx
2020-03-09,American,Not Critical,Queens
2020-03-03,Specialty,Critical,Manhattan
2020-03-09,Asian/Asian Fusion,Not Critical,Staten Island
2020-02-18,Mediterranean,Critical,Manhattan
2020-02-05,American,Critical,Queens
2020-02-13,American,Critical,Queens
2020-03-03,American,Critical,Manhattan
2020-03-16,Bakery Products/Desserts,Critical,Queens
2020-02-08,Asian,Critical,Brooklyn
2020-03-04,Soups & Sandwiches,Critical,Staten Island
2020-03-07,Pizza,Critical,Brooklyn
2020-02-11,American,Not Critical,Bronx
2020-03-10,Asian,Not Critical,Manhattan
2020-02-10,Latin American,Not Critical,Manhattan
2020-03-13,Mexican,Not Critical,Brooklyn
2020-02-11,Asian,Not Critical,Manhattan
2020-02-13,Italian,Not Critical,Manhattan
2020-02-12,American,Not Critical,Staten Island
2020-03-11,Asian,Not Critical,Manhattan
2020-03-03,Asian/Asian Fusion,Critical,Manhattan
2020-03-03,Asian/Asian Fusion,Critical,Manhattan
2020-03-12,Asian,Critical,Manhattan
2020-03-05,Asian,Not Critical,Queens
2020-02-10,Mexican,Critical,Manhattan
2020-03-03,International,Critical,Manhattan
2020-02-27,Asian,Critical,Queens
2020-02-12,Asian/Asian Fusion,Critical,Manhattan
2020-03-10,Bakery Products/Desserts,Critical,Brooklyn
2020-02-19,Pizza,Not Critical,Brooklyn
2020-02-14,Mediterranean,Critical,Brooklyn
2020-02-05,American,Critical,Queens
2020-03-16,Bakery Products/Desserts,Not Critical,Queens
2020-03-16,Bakery Products/Desserts,Not Critical,Queens
2020-02-26,Asian,Critical,Brooklyn
2020-02-19,American,Not Critical,Manhattan
2020-02-10,Specialty,Critical,Manhattan
2020-02-11,Mediterranean,Critical,Queens
2020-02-14,American,Critical,Queens
2020-02-13,Bakery Products/Desserts,Critical,Queens
2020-02-13,Asian,Critical,Manhattan
2020-02-26,Asian,Critical,Manhattan
2020-02-06,Pizza,Not Critical,Queens
2020-03-04,Bakery,Not Critical,Manhattan
2020-03-04,Mexican,Not Critical,Brooklyn
2020-02-18,Pizza,Not Critical,Bronx
2020-02-14,Pizza,Not Critical,Manhattan
2020-03-04,American,Critical,Queens
2020-02-21,Pizza,Critical,Queens
2020-03-04,Coffee/Tea,Critical,Manhattan
2020-03-04,Coffee/Tea,Critical,Manhattan
2020-02-11,American,Critical,Manhattan
2020-02-03,American,Critical,Brooklyn
2020-03-04,Coffee/Tea,Critical,Queens
2020-02-10,Asian,Critical,Queens
2020-02-24,Latin/Caribbean,Not Critical,Brooklyn
2020-02-12,Asian,Critical,Queens
2020-02-10,American,Critical,Queens
2020-02-15,American,Critical,Manhattan
2020-02-15,American,Critical,Manhattan
2020-02-13,American,Critical,Queens
2020-02-12,Pizza,Critical,Staten Island
2020-02-05,Latin American,Critical,Brooklyn
2020-02-27,Asian,Not Critical,Queens
2020-02-25,Italian,Not Critical,Brooklyn
2020-03-09,Mexican,Not Critical,Brooklyn
2020-02-20,Deli/Buffett,Not Critical,Manhattan
2020-03-06,American,Critical,Manhattan
2020-02-11,Coffee/Tea,Not Critical,Manhattan
2020-03-05,Coffee/Tea,Not Critical,Manhattan
2020-02-15,American,Not Critical,Manhattan
2020-03-03,Coffee/Tea,Critical,Manhattan
2020-02-20,Latin American,Critical,Bronx
2020-02-26,Asian,Critical,Manhattan
2020-02-06,Asian,Critical,Manhattan
2020-02-06,Asian,Critical,Manhattan
2020-02-13,American,Critical,Brooklyn
2020-03-03,American,Critical,Manhattan
2020-02-04,Asian,Critical,Queens
2020-03-03,Mediterranean,Not Critical,Queens
2020-03-03,Mediterranean,Not Critical,Queens
2020-02-04,American,Not Critical,Manhattan
2020-02-14,Soups & Sandwiches,Critical,Manhattan
2020-02-10,Mexican,Not Critical,Staten Island
2020-02-10,Mexican,Not Critical,Staten Island
2020-02-22,International,Critical,Brooklyn
2020-02-18,Asian,Not Critical,Brooklyn
2020-03-02,International,Critical,Manhattan
2020-03-02,Specialty,Critical,Queens
2020-02-14,Soups & Sandwiches,Not Critical,Manhattan
2020-02-19,American,Critical,Manhattan
2020-02-12,African,Critical,Bronx
2020-02-19,Specialty,Critical,Manhattan
2020-02-03,African,Critical,Manhattan
2020-02-19,Asian,Not Critical,Manhattan
2020-03-07,Asian,Not Critical,Brooklyn
2020-03-02,Bakery Products/Desserts,Critical,Brooklyn
2020-02-07,American,Not Critical,Manhattan
2020-03-13,American,Not Critical,Manhattan
2020-02-21,American,Not Critical,Queens
2020-03-12,Coffee/Tea,Not Critical,Manhattan
2020-03-05,American,Critical,Manhattan
2020-02-25,Specialty,Not Critical,Bronx
2020-02-25,Specialty,Not Critical,Bronx
2020-02-21,Bakery Products/Desserts,Critical,Manhattan
2020-02-18,Asian,Not Critical,Bronx
2020-02-05,Italian,Not Critical,Queens
2020-02-13,Asian,Critical,Manhattan
2020-03-13,International,Critical,Brooklyn
2020-02-27,Frozen Desserts,Not Critical,Manhattan
2020-03-11,Specialty,Critical,Brooklyn
2020-02-26,Specialty,Not Critical,Manhattan
2020-02-18,Asian/Asian Fusion,Critical,Manhattan
2020-03-04,Pizza,Critical,Queens
2020-03-11,American,Critical,Manhattan
2020-02-24,American,Critical,Brooklyn
2020-02-18,American,Not Critical,Bronx
2020-02-18,American,Not Critical,Manhattan
2020-02-18,American,Critical,Manhattan
2020-02-24,Latin/Caribbean,Critical,Brooklyn
2020-02-18,Asian,Critical,Manhattan
2020-02-18,Asian,Critical,Manhattan
2020-02-06,Mediterranean,Critical,Manhattan
2020-02-05,American,Critical,Manhattan
2020-02-15,Latin American,Critical,Queens
2020-02-10,Specialty,Critical,Manhattan
2020-02-27,Asian,Not Critical,Manhattan
2020-02-27,Asian,Not Critical,Manhattan
2020-10-27,Asian,Critical,Bronx
2020-02-20,Asian,Not Critical,Queens
2020-02-18,Specialty,Not Critical,Queens
2020-03-03,Asian,Not Critical,Manhattan
2020-02-11,Latin American,Critical,Bronx
2020-02-22,Specialty,Critical,Queens
2020-02-14,Asian,Critical,Manhattan
2020-02-14,Asian,Critical,Manhattan
2020-03-16,Latin American,Not Critical,Brooklyn
2020-02-26,Mexican,Critical,Bronx
2020-02-10,Asian,Not Critical,Manhattan
2020-02-27,Soups & Sandwiches,Not Critical,Manhattan
2020-02-05,Asian,Critical,Queens
2020-03-10,American,Critical,Queens
2020-03-10,Asian,Not Critical,Queens
2020-03-16,Pizza,Not Critical,Queens
2020-03-05,Asian,Critical,Brooklyn
2020-03-05,Pizza,Critical,Staten Island
2020-03-11,Coffee/Tea,Not Critical,Manhattan
2020-02-18,Coffee/Tea,Not Critical,Brooklyn
2020-03-05,Italian,Not Critical,Manhattan
2020-03-09,Italian,Critical,Manhattan
2020-03-16,Pizza,Critical,Queens
2020-03-12,Mediterranean,Critical,Queens
2020-03-12,Mediterranean,Critical,Queens
2020-02-07,American,Critical,Manhattan
2020-03-10,Asian,Not Critical,Brooklyn
2020-02-03,Asian,Critical,Queens
2020-03-04,Pizza,Not Critical,Brooklyn
2020-03-04,Pizza,Not Critical,Brooklyn
2020-03-03,International,Not Critical,Manhattan
2020-02-12,Asian,Critical,Manhattan
2020-03-11,Coffee/Tea,Not Critical,Manhattan
2020-02-05,Asian,Critical,Manhattan
2020-03-09,Asian,Not Critical,Brooklyn
2020-02-26,Asian,Critical,Manhattan
2020-02-06,American,Critical,Staten Island
2020-02-21,American,Critical,Manhattan
2020-02-04,Asian,Critical,Queens
2020-03-05,Asian,Critical,Queens
2020-02-24,American,Critical,Manhattan
2020-02-25,Asian,Not Critical,Manhattan
2020-02-27,Soups & Sandwiches,Critical,Manhattan
2020-02-27,Mediterranean,Not Critical,Manhattan
2020-02-11,Asian/Asian Fusion,Critical,Manhattan
2020-02-13,American,Critical,Brooklyn
2020-03-16,American,Not Critical,Manhattan
2020-02-21,Soups & Sandwiches,Critical,Queens
2020-03-10,Asian,Not Critical,Queens
2020-03-13,Mediterranean,Critical,Manhattan
2020-02-22,Specialty,Critical,Queens
2020-02-28,Asian,Not Critical,Manhattan
2020-03-03,American,Critical,Manhattan
2020-02-05,American,Critical,Brooklyn
2020-03-09,Asian,Not Critical,Manhattan
2020-03-09,Asian,Not Critical,Manhattan
2020-02-27,American,Not Critical,Manhattan
2020-02-18,Mediterranean,Critical,Manhattan
2020-03-05,Italian,Critical,Manhattan
