tstamp,cuisine,critical_flag,borough
2020-01-21,Italian,Not Applicable,Manhattan
2020-01-27,Asian,Critical,Brooklyn
2020-01-08,Asian,Not Critical,Brooklyn
2020-01-13,Pizza,Not Critical,Queens
2020-01-10,Latin/Caribbean,Not Critical,Queens
2020-01-29,Pizza,Critical,Brooklyn
2020-01-16,Latin/Caribbean,Not Critical,Brooklyn
2020-01-04,American,Not Critical,Brooklyn
2020-01-28,Mexican,Not Critical,Brooklyn
2020-01-08,American,Not Critical,Bronx
2020-01-08,American,Not Critical,Bronx
2020-01-16,Asian,Not Critical,Brooklyn
2020-01-18,Italian,Not Critical,Brooklyn
2020-01-16,Asian,Critical,Queens
2020-01-02,Specialty,Critical,Brooklyn
2020-01-27,Bakery Products/Desserts,Critical,Brooklyn
2020-01-21,Asian,Not Critical,Manhattan
2020-01-13,Specialty,Critical,Staten Island
2020-01-10,Soups & Sandwiches,Not Critical,Queens
2020-01-03,American,Not Critical,Manhattan
2020-01-02,Latin American,Critical,Brooklyn
2020-01-27,American,Not Critical,Manhattan
2020-01-02,American,Critical,Brooklyn
2020-01-13,Latin/Caribbean,Not Critical,Brooklyn
2020-01-02,Italian,Critical,Manhattan
2020-01-16,American,Critical,Brooklyn
2020-01-03,Vegan,Critical,Manhattan
2020-01-09,American,Critical,Manhattan
2020-01-29,African,Not Critical,Manhattan
2020-01-29,Pizza,Critical,Bronx
2020-01-14,Soups & Sandwiches,Not Critical,Manhattan
2020-01-23,Italian,Critical,Brooklyn
2020-01-15,Italian,Critical,Bronx
2020-01-02,Coffee/Tea,Not Critical,Queens
2020-01-15,Soups & Sandwiches,Critical,Manhattan
2020-01-07,Bakery Products/Desserts,Critical,Queens
2020-01-03,Latin/Caribbean,Not Critical,Queens
2020-01-08,Bakery Products/Desserts,Critical,Brooklyn
2020-01-23,American,Critical,Manhattan
2020-01-14,Coffee/Tea,Not Critical,Manhattan
2020-01-03,Coffee/Tea,Critical,Manhattan
2020-01-23,Asian,Critical,Brooklyn
2020-01-07,International,Not Critical,Manhattan
2020-01-16,Asian,Not Critical,Queens
2020-01-17,Coffee/Tea,Not Critical,Manhattan
2020-01-09,Asian/Asian Fusion,Critical,Manhattan
2020-01-02,Pizza,Critical,Manhattan
2020-01-29,Specialty,Critical,Queens
2020-01-22,Specialty,Critical,Brooklyn
2020-01-13,Latin/Caribbean,Not Critical,Brooklyn
2020-01-27,Specialty,Not Critical,Manhattan
2020-01-15,Coffee/Tea,Not Critical,Bronx
2020-01-23,Latin/Caribbean,Critical,Brooklyn
2020-01-14,International,Critical,Manhattan
2020-01-07,Italian,Not Critical,Manhattan
2020-01-06,Mexican,Critical,Manhattan
2020-01-24,American,Critical,Manhattan
2020-01-24,American,Not Critical,Manhattan
2020-01-03,American,Not Critical,Bronx
2020-01-27,Italian,Critical,Bronx
2020-01-23,International,Critical,Manhattan
2020-01-15,American,Not Critical,Queens
2020-01-02,Mediterranean,Critical,Brooklyn
2020-01-27,Asian,Not Critical,Manhattan
2020-01-08,Pizza,Critical,Queens
2020-01-30,Steakhouse,Not Critical,Manhattan
2020-01-30,Steakhouse,Not Critical,Manhattan
2020-01-17,American,Critical,Queens
2020-01-29,Italian,Critical,Brooklyn
2020-01-29,Italian,Critical,Brooklyn
2020-01-30,American,Not Critical,Manhattan
2020-01-30,American,Not Critical,Manhattan
2020-01-14,American,Critical,Manhattan
2020-01-06,American,Not Critical,Bronx
2020-01-31,Bakery,Not Critical,Manhattan
2020-01-28,Asian,Not Critical,Manhattan
2020-01-09,American,Not Critical,Queens
2020-01-10,American,Critical,Manhattan
2020-01-27,Asian,Not Critical,Brooklyn
2020-01-28,Latin/Caribbean,Critical,Brooklyn
2020-01-16,Frozen Desserts,Not Critical,Queens
2020-01-07,Pizza,Not Critical,Queens
2020-01-28,Specialty,Not Critical,Manhattan
2020-01-30,Asian,Critical,Manhattan
2020-01-29,Asian,Not Critical,Queens
2020-01-28,Bakery,Not Critical,Manhattan
2020-01-29,Asian,Not Critical,Manhattan
2020-01-28,Pizza,Not Critical,Brooklyn
2020-01-02,Asian,Not Critical,Brooklyn
2020-01-28,Italian,Critical,Manhattan
2020-01-21,International,Not Critical,Manhattan
2020-01-25,American,Not Critical,Queens
2020-01-25,American,Not Critical,Queens
2020-01-29,American,Critical,Manhattan
2020-01-15,Asian,Critical,Queens
2020-01-17,Soups & Sandwiches,Not Critical,Manhattan
2020-01-21,Asian,Critical,Brooklyn
2020-01-27,International,Critical,Manhattan
2020-01-23,Bakery,Not Critical,Staten Island
2020-01-23,Bakery,Not Critical,Staten Island
2020-01-27,American,Critical,Manhattan
2020-01-16,American,Critical,Manhattan
2020-01-27,Pizza,Critical,Bronx
2020-01-17,American,Not Critical,Manhattan
2020-01-17,American,Not Critical,Manhattan
2020-01-25,Latin American,Not Critical,Bronx
2020-01-31,Asian,Critical,Manhattan
2020-01-08,Asian,Not Critical,Staten Island
2020-01-13,Pizza,Critical,Manhattan
2020-01-23,American,Not Critical,Brooklyn
2020-01-14,American,Not Critical,Brooklyn
2020-01-14,American,Not Critical,Brooklyn
2020-01-30,Pizza,Critical,Bronx
2020-01-31,Pizza,Critical,Manhattan
2020-01-14,Asian/Asian Fusion,Not Critical,Brooklyn
2020-01-16,Mexican,Not Critical,Bronx
2020-01-08,Asian,Not Critical,Queens
2020-01-15,Mediterranean,Not Critical,Queens
2020-01-07,American,Not Critical,Brooklyn
2020-01-02,Asian,Not Critical,Queens
2020-01-09,Asian/Asian Fusion,Not Critical,Manhattan
2020-01-10,Asian,Not Critical,Brooklyn
2020-01-17,American,Critical,Staten Island
2020-01-29,Asian,Not Critical,Manhattan
2020-01-15,American,Critical,Queens
2020-01-30,American,Critical,Bronx
2020-01-15,Asian,Not Critical,Queens
2020-01-29,Coffee/Tea,Critical,Brooklyn
2020-01-06,Asian/Asian Fusion,Not Critical,Brooklyn
2020-01-23,American,Not Critical,Brooklyn
2020-01-14,Mexican,Not Critical,Queens
2020-01-28,American,Not Critical,Brooklyn
2020-01-10,Italian,Not Critical,Manhattan
2020-01-27,Asian,Not Critical,Brooklyn
2020-01-27,Asian,Not Critical,Brooklyn
2020-01-29,Coffee/Tea,Critical,Brooklyn
2020-01-29,American,Critical,Manhattan
2020-01-22,Mexican,Not Critical,Bronx
2020-01-13,Asian,Critical,Queens
2020-01-17,Bakery,Critical,Manhattan
2020-01-09,Asian,Critical,Brooklyn
2020-01-29,American,Not Critical,Brooklyn
2020-01-30,American,Critical,Bronx
2020-01-22,American,Critical,Manhattan
2020-01-15,Latin American,Not Critical,Manhattan
2020-01-22,Latin American,Not Critical,Manhattan
2020-01-27,International,Critical,Manhattan
2020-01-22,Latin American,Critical,Queens
2020-01-07,Southeast Asian,Critical,Brooklyn
2020-01-16,American,Not Critical,Manhattan
2020-01-16,American,Not Critical,Manhattan
2020-01-30,Asian,Critical,Queens
2020-01-02,Southeast Asian,Not Critical,Manhattan
2020-01-23,International,Not Critical,Manhattan
2020-01-02,American,Not Critical,Manhattan
2020-01-02,American,Not Critical,Manhattan
2020-01-13,Frozen Desserts,Not Critical,Brooklyn
2020-01-29,Asian,Critical,Manhattan
2020-01-13,Pizza,Not Critical,Brooklyn
2020-01-28,Asian,Not Applicable,Queens
2020-01-15,Asian,Not Critical,Brooklyn
2020-01-18,Latin American,Critical,Queens
2020-01-27,Italian,Critical,Bronx
2020-01-29,Specialty,Not Critical,Manhattan
2020-01-06,Specialty,Not Critical,Bronx
2020-01-23,Mediterranean,Not Critical,Bronx
2020-01-29,Latin/Caribbean,Critical,Brooklyn
2020-01-21,American,Critical,Queens
2020-01-14,Asian,Critical,Queens
2020-01-08,International,Not Critical,Brooklyn
2020-01-14,American,Not Critical,Manhattan
2020-01-09,Asian,Critical,Manhattan
2020-01-17,Latin/Caribbean,Not Critical,Brooklyn
2020-01-22,Mediterranean,Not Critical,Brooklyn
2020-01-15,Asian,Critical,Manhattan
2020-01-08,Latin American,Critical,Queens
2020-01-10,Asian,Not Critical,Brooklyn
2020-01-14,Asian,Not Critical,Bronx
2020-01-17,Frozen Desserts,Critical,Queens
2020-01-14,Specialty,Not Critical,Brooklyn
2020-01-16,Asian,Not Critical,Brooklyn
2020-01-25,Mexican,Not Critical,Queens
2020-01-30,Latin/Caribbean,Critical,Bronx
2020-01-30,Latin/Caribbean,Critical,Bronx
2020-01-27,Asian,Critical,Manhattan
2020-01-21,Soups & Sandwiches,Critical,Manhattan
2020-01-14,American,Critical,Brooklyn
2020-01-07,American,Critical,Manhattan
2020-01-08,Coffee/Tea,Not Critical,Brooklyn
2020-01-15,Asian,Critical,Manhattan
2020-01-22,American,Not Critical,Brooklyn
2020-01-22,American,Not Critical,Manhattan
2020-01-22,American,Not Critical,Brooklyn
2020-01-22,American,Not Critical,Brooklyn
2020-01-06,Pizza,Critical,Queens
2020-01-21,Soups/Salads/Sandwiches,Critical,Brooklyn
2020-01-16,American,Not Critical,Brooklyn
2020-01-02,Mediterranean,Critical,Brooklyn
2020-01-15,Pizza,Critical,Queens
2020-01-30,Italian,Critical,Manhattan
2020-01-17,Bakery Products/Desserts,Not Critical,Bronx
2020-01-29,Latin American,Critical,Queens
2020-01-14,Coffee/Tea,Critical,Brooklyn
2020-01-31,American,Not Critical,Manhattan
2020-01-16,Italian,Critical,Brooklyn
2020-01-03,American,Critical,Manhattan
2020-01-30,American,Not Critical,Brooklyn
2020-01-22,Asian,Critical,Queens
2020-01-16,Soups & Sandwiches,Not Applicable,Brooklyn
2020-01-06,Asian,Not Critical,Brooklyn
2020-01-06,Asian,Not Critical,Brooklyn
2020-01-28,Bakery Products/Desserts,Not Critical,Queens
2020-01-13,Asian,Not Critical,Queens
2020-01-23,American,Critical,Brooklyn
2020-01-14,American,Critical,Manhattan
2020-01-15,Other,Not Critical,Manhattan
2020-01-21,Specialty,Not Critical,Brooklyn
2020-01-13,Pizza,Critical,Manhattan
2020-01-28,Bakery,Critical,Brooklyn
2020-01-29,Asian/Asian Fusion,Critical,Brooklyn
2020-01-13,Pizza,Critical,Queens
2020-01-15,Specialty,Not Critical,Manhattan
2020-01-15,Specialty,Not Critical,Manhattan
2020-01-31,Bakery Products/Desserts,Critical,Manhattan
2020-01-04,Southeast Asian,Critical,Brooklyn
2020-01-08,Mediterranean,Critical,Brooklyn
2020-01-13,Latin/Caribbean,Not Critical,Brooklyn
2020-01-15,Asian,Critical,Brooklyn
2020-01-17,Mediterranean,Critical,Manhattan
2020-01-03,Asian,Not Critical,Brooklyn
2020-01-08,Mediterranean,Not Critical,Queens
2020-01-29,Italian,Not Critical,Brooklyn
2020-01-28,Asian,Not Critical,Manhattan
2020-01-29,Pizza,Not Critical,Brooklyn
2020-01-29,Pizza,Not Critical,Brooklyn
2020-01-24,Coffee/Tea,Critical,Manhattan
2020-01-27,Asian,Critical,Bronx
2020-01-07,Asian,Not Critical,Manhattan
2020-01-29,Asian,Critical,Brooklyn
2020-01-07,Asian,Critical,Queens
2020-01-22,Asian/Asian Fusion,Not Critical,Manhattan
2020-01-16,American,Not Critical,Manhattan
2020-01-22,Mediterranean,Not Critical,Manhattan
2020-01-08,Latin American,Not Critical,Brooklyn
2020-01-08,Latin American,Not Critical,Brooklyn
2020-01-06,American,Critical,Queens
2020-01-31,Coffee/Tea,Critical,Manhattan
2020-01-28,American,Critical,Manhattan
2020-01-16,Asian,Critical,Bronx
2020-01-07,Asian,Critical,Brooklyn
2020-01-17,Asian,Not Critical,Queens
2020-01-14,Asian,Not Critical,Queens
2020-01-07,Asian,Critical,Brooklyn
2020-01-28,Soups & Sandwiches,Not Critical,Queens
2020-01-28,Soups & Sandwiches,Not Critical,Queens
2020-01-03,Coffee/Tea,Critical,Manhattan
2020-01-04,Southeast Asian,Not Critical,Brooklyn
2020-01-23,Asian,Not Critical,Manhattan
2020-01-14,Pizza,Not Critical,Brooklyn
2020-01-06,Asian,Not Critical,Manhattan
2020-01-06,Asian,Not Critical,Manhattan
2020-01-06,American,Not Critical,Brooklyn
2020-01-22,Soups & Sandwiches,Not Critical,Brooklyn
2020-01-06,Bakery Products/Desserts,Critical,Queens
2020-01-17,Pizza,Not Critical,Queens
2020-01-17,Pizza,Not Critical,Queens
2020-01-28,Latin/Caribbean,Critical,Brooklyn
2020-01-21,Asian,Not Critical,Manhattan
2020-01-27,Soups & Sandwiches,Not Critical,Manhattan
2020-01-23,Coffee/Tea,Critical,Manhattan
2020-01-30,American,Not Critical,Queens
2020-01-30,American,Not Critical,Queens
2020-01-30,American,Not Critical,Queens
2020-01-16,Specialty,Critical,Manhattan
2020-01-15,American,Critical,Queens
2020-01-03,American,Critical,Manhattan
2020-01-08,Mexican,Critical,Bronx
2020-01-17,Specialty,Not Critical,Manhattan
2020-01-08,Asian,Critical,Brooklyn
2020-01-02,Mediterranean,Critical,Brooklyn
2020-01-23,Asian,Critical,Brooklyn
2020-01-23,Pizza,Not Critical,Brooklyn
2020-01-09,American,Critical,Manhattan
2020-01-25,Mexican,Critical,Queens
2020-01-06,Latin/Caribbean,Critical,Queens
2020-01-09,Pizza,Critical,Brooklyn
2020-01-23,Asian/Asian Fusion,Critical,Brooklyn
2020-01-06,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-29,Asian,Critical,Brooklyn
2020-01-30,American,Critical,Manhattan
2020-01-23,Bakery,Critical,Brooklyn
2020-01-10,Asian,Critical,Queens
2020-01-03,American,Critical,Manhattan
2020-01-22,Mexican,Not Critical,Queens
2020-01-30,Latin American,Critical,Bronx
2020-01-30,Asian,Not Critical,Brooklyn
2020-01-30,Asian,Not Critical,Brooklyn
2020-01-15,Coffee/Tea,Critical,Brooklyn
2020-01-08,Soups & Sandwiches,Not Critical,Manhattan
2020-01-11,American,Critical,Brooklyn
2020-01-09,Asian,Critical,Manhattan
2020-01-14,Coffee/Tea,Critical,Queens
2020-01-24,Pizza,Not Critical,Manhattan
2020-01-23,Asian,Critical,Bronx
2020-01-08,Latin American,Critical,Manhattan
2020-01-31,Italian,Critical,Manhattan
2020-01-24,American,Not Critical,Manhattan
2020-01-17,Mediterranean,Not Critical,Manhattan
2020-01-22,Coffee/Tea,Critical,Manhattan
2020-01-22,Asian,Not Critical,Brooklyn
2020-01-07,Specialty,Critical,Manhattan
2020-01-24,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-11,Specialty,Critical,Queens
2020-01-04,Soups & Sandwiches,Not Critical,Brooklyn
2020-01-10,Specialty,Not Critical,Brooklyn
2020-01-23,Asian,Not Critical,Brooklyn
2020-01-23,Asian,Not Critical,Brooklyn
2020-01-15,American,Critical,Queens
2020-01-30,American,Critical,Manhattan
2020-01-15,International,Critical,Brooklyn
2020-01-09,Specialty,Critical,Brooklyn
2020-01-15,Bakery,Critical,Brooklyn
2020-01-25,Latin American,Critical,Bronx
2020-01-27,American,Not Critical,Manhattan
2020-01-24,Mediterranean,Critical,Manhattan
2020-01-11,Mediterranean,Not Critical,Brooklyn
2020-01-06,Asian,Critical,Bronx
2020-01-10,Bakery Products/Desserts,Not Critical,Queens
2020-01-28,Asian/Asian Fusion,Critical,Brooklyn
2020-01-10,Asian,Not Critical,Manhattan
2020-01-02,Asian,Critical,Queens
2020-01-16,Bakery,Critical,Brooklyn
2020-01-28,Soups & Sandwiches,Critical,Queens
2020-01-30,American,Not Critical,Manhattan
2020-01-03,Mexican,Not Critical,Manhattan
2020-01-03,Mexican,Not Critical,Manhattan
2020-01-03,Mexican,Not Critical,Manhattan
2020-01-24,Asian/Asian Fusion,Critical,Manhattan
2020-01-08,Asian,Not Critical,Manhattan
2020-01-08,Asian,Not Critical,Manhattan
2020-01-08,Asian,Not Critical,Manhattan
2020-01-17,International,Not Critical,Brooklyn
2020-01-22,Specialty,Critical,Manhattan
2020-01-31,Mediterranean,Not Critical,Brooklyn
2020-01-31,Mediterranean,Not Critical,Brooklyn
2020-01-18,Mexican,Critical,Brooklyn
2020-01-30,American,Not Critical,Manhattan
2020-01-28,Asian,Critical,Brooklyn
2020-01-30,American,Critical,Queens
2020-01-29,Specialty,Not Critical,Manhattan
2020-01-28,Asian,Critical,Manhattan
2020-01-30,Mexican,Critical,Manhattan
2020-01-09,Latin/Caribbean,Critical,Brooklyn
2020-01-18,American,Not Critical,Queens
2020-01-22,African,Not Critical,Bronx
2020-01-30,Latin/Caribbean,Not Critical,Queens
2020-01-31,Asian,Critical,Manhattan
2020-01-03,Coffee/Tea,Not Critical,Manhattan
2020-01-15,Pizza,Not Critical,Brooklyn
2020-01-15,Pizza,Not Critical,Brooklyn
2020-01-07,Bakery Products/Desserts,Not Critical,Queens
2020-01-15,Asian,Not Critical,Queens
2020-01-28,Asian,Critical,Queens
2020-01-28,Pizza,Not Critical,Brooklyn
2020-01-21,American,Not Critical,Manhattan
2020-01-21,American,Not Critical,Manhattan
2020-01-06,Asian,Not Critical,Brooklyn
2020-01-30,Latin/Caribbean,Critical,Brooklyn
2020-01-24,Coffee/Tea,Not Critical,Manhattan
2020-01-30,Italian,Not Critical,Manhattan
2020-01-22,Specialty,Critical,Brooklyn
2020-01-22,Asian,Critical,Bronx
2020-01-24,Soups & Sandwiches,Critical,Manhattan
2020-01-13,Specialty,Not Critical,Brooklyn
2020-01-13,Specialty,Not Critical,Brooklyn
2020-01-06,Asian,Critical,Brooklyn
2020-01-31,Asian,Not Critical,Manhattan
2020-01-17,American,Critical,Manhattan
2020-01-13,Latin American,Critical,Brooklyn
2020-01-13,Mediterranean,Not Critical,Manhattan
2020-01-22,American,Not Critical,Manhattan
2020-01-15,Soups & Sandwiches,Not Critical,Brooklyn
2020-01-15,Soups & Sandwiches,Not Critical,Brooklyn
2020-01-02,Asian,Not Critical,Brooklyn
2020-01-29,Latin/Caribbean,Critical,Bronx
2020-01-16,Coffee/Tea,Critical,Manhattan
2020-01-21,Soups/Salads/Sandwiches,Not Critical,Bronx
2020-01-08,Pizza,Critical,Bronx
2020-01-24,American,Critical,Manhattan
2020-01-27,Asian,Not Critical,Manhattan
2020-01-27,Asian,Not Critical,Manhattan
2020-01-09,Soups & Sandwiches,Critical,Manhattan
2020-01-13,Asian,Critical,Queens
2020-01-16,Soups/Salads/Sandwiches,Not Critical,Manhattan
2020-01-02,Asian/Asian Fusion,Critical,Queens
2020-01-02,Specialty,Not Critical,Manhattan
2020-01-31,Specialty,Critical,Brooklyn
2020-01-30,Asian,Not Critical,Manhattan
2020-01-09,Italian,Critical,Manhattan
2020-01-28,Latin American,Critical,Manhattan
2020-01-02,Pizza,Critical,Manhattan
2020-01-30,Asian,Critical,Queens
2020-01-16,American,Critical,Manhattan
2020-01-03,Soups & Sandwiches,Not Critical,Bronx
2020-01-13,Asian,Critical,Bronx
2020-01-09,Specialty,Not Critical,Manhattan
2020-01-08,Specialty,Not Critical,Queens
2020-01-09,Asian,Critical,Manhattan
2020-01-13,American,Not Critical,Brooklyn
2020-01-13,American,Not Critical,Brooklyn
2020-01-30,Latin/Caribbean,Critical,Queens
2020-01-29,Pizza,Critical,Brooklyn
2020-01-22,Coffee/Tea,Not Critical,Brooklyn
2020-01-28,Pizza,Critical,Manhattan
2020-01-17,American,Critical,Queens
2020-01-24,Coffee/Tea,Not Critical,Manhattan
2020-01-13,Soups & Sandwiches,Not Critical,Manhattan
2020-01-13,Soups & Sandwiches,Not Critical,Manhattan
2020-01-13,Soups & Sandwiches,Not Critical,Manhattan
2020-01-23,Asian,Not Critical,Queens
2020-01-27,Mexican,Not Critical,Queens
2020-01-28,Pizza,Critical,Manhattan
2020-01-08,Italian,Not Critical,Brooklyn
2020-01-08,Italian,Not Critical,Brooklyn
2020-01-13,Mexican,Not Critical,Brooklyn
2020-01-27,Asian,Critical,Brooklyn
2020-01-16,Specialty,Not Critical,Brooklyn
2020-01-22,Italian,Critical,Brooklyn
2020-01-03,Soups/Salads/Sandwiches,Critical,Manhattan
2020-01-24,American,Critical,Manhattan
2020-01-15,American,Critical,Queens
2020-01-24,Bakery Products/Desserts,Not Critical,Brooklyn
2020-01-24,Asian,Critical,Manhattan
2020-01-16,Frozen Desserts,Not Critical,Queens
2020-01-28,Asian,Not Critical,Manhattan
2020-01-09,Asian,Not Critical,Manhattan
2020-01-21,American,Not Critical,Brooklyn
2020-01-10,Mediterranean,Critical,Bronx
2020-01-28,Asian,Not Critical,Brooklyn
2020-01-14,Specialty,Not Critical,Queens
2020-01-14,Specialty,Not Critical,Queens
2020-01-13,Bakery Products/Desserts,Not Critical,Brooklyn
2020-01-07,Specialty,Not Critical,Queens
2020-01-07,Specialty,Not Critical,Queens
2020-01-23,Specialty,Critical,Queens
2020-01-29,Latin/Caribbean,Not Critical,Brooklyn
2020-01-29,Latin/Caribbean,Not Critical,Brooklyn
2020-01-06,Soups & Sandwiches,Not Critical,Queens
2020-01-06,American,Not Critical,Brooklyn
2020-01-27,American,Not Critical,Brooklyn
2020-01-23,Mediterranean,Critical,Manhattan
2020-01-07,Bakery Products/Desserts,Critical,Manhattan
2020-01-02,Asian,Not Critical,Manhattan
2020-01-21,International,Not Critical,Manhattan
2020-01-27,Specialty,Not Critical,Brooklyn
2020-01-23,Mexican,Not Critical,Manhattan
2020-01-23,Mexican,Not Critical,Manhattan
2020-01-22,Asian,Not Critical,Manhattan
2020-01-10,Coffee/Tea,Critical,Manhattan
2020-01-15,Latin/Caribbean,Not Critical,Brooklyn
2020-01-03,Coffee/Tea,Critical,Manhattan
2020-01-22,Specialty,Critical,Manhattan
2020-01-06,Pizza,Critical,Manhattan
2020-01-22,American,Not Critical,Manhattan
2020-01-08,Asian,Critical,Queens
2020-01-24,American,Not Critical,Manhattan
2020-01-27,American,Critical,Brooklyn
2020-01-28,Specialty,Not Critical,Brooklyn
2020-01-07,Asian,Critical,Brooklyn
2020-01-16,Bakery,Not Critical,Bronx
2020-01-16,Bakery,Not Critical,Bronx
2020-01-22,Latin/Caribbean,Critical,Bronx
2020-01-28,Asian,Not Critical,Queens
2020-01-15,Italian,Critical,Staten Island
2020-01-30,American,Critical,Bronx
2020-01-17,American,Critical,Manhattan
2020-01-07,Pizza,Not Critical,Manhattan
2020-01-23,Specialty,Critical,Brooklyn
2020-01-29,Asian,Critical,Queens
2020-01-02,Asian/Asian Fusion,Critical,Queens
2020-01-22,Asian/Asian Fusion,Critical,Brooklyn
2020-01-07,American,Critical,Manhattan
2020-01-07,Asian,Not Critical,Queens
2020-01-23,Asian,Not Critical,Manhattan
2020-01-23,Asian,Not Critical,Manhattan
2020-01-08,Asian,Not Critical,Queens
2020-01-15,Mediterranean,Critical,Queens
2020-01-08,Coffee/Tea,Not Critical,Queens
2020-01-18,Mexican,Critical,Brooklyn
2020-01-24,International,Not Critical,Manhattan
2020-01-24,International,Not Critical,Manhattan
2020-01-14,Specialty,Critical,Brooklyn
2020-01-27,Specialty,Critical,Brooklyn
2020-01-27,Specialty,Critical,Brooklyn
2020-01-03,Latin/Caribbean,Critical,Queens
2020-01-22,Mexican,Not Critical,Bronx
2020-01-27,Mediterranean,Critical,Manhattan
2020-01-24,International,Critical,Manhattan
2020-01-06,Asian/Asian Fusion,Not Critical,Manhattan
2020-01-08,Italian,Not Critical,Manhattan
2020-01-07,Asian,Critical,Brooklyn
2020-01-27,Latin American,Critical,Queens
2020-01-27,Latin American,Critical,Queens
2020-01-28,American,Not Critical,Queens
2020-01-03,Pizza,Not Critical,Manhattan
2020-01-28,Asian,Critical,Manhattan
2020-01-28,Italian,Critical,Manhattan
2020-01-17,Latin American,Critical,Bronx
2020-01-23,Pizza,Critical,Queens
2020-01-21,Frozen Desserts,Not Critical,Queens
2020-01-30,Latin/Caribbean,Not Critical,Brooklyn
2020-01-10,American,Critical,Manhattan
2020-01-23,Mediterranean,Not Critical,Brooklyn
2020-01-13,Mexican,Not Critical,Queens
2020-01-13,Mexican,Not Critical,Queens
2020-01-17,American,Critical,Manhattan
2020-01-13,Mediterranean,Not Critical,Brooklyn
2020-01-14,Latin/Caribbean,Critical,Brooklyn
2020-01-18,Deli/Buffett,Critical,Brooklyn
2020-01-03,Specialty,Not Critical,Bronx
2020-01-03,American,Not Critical,Brooklyn
2020-01-09,Bakery Products/Desserts,Critical,Manhattan
2020-01-13,American,Not Critical,Manhattan
2020-01-24,Mediterranean,Not Critical,Manhattan
2020-01-31,Asian,Critical,Queens
2020-01-14,Bakery Products/Desserts,Critical,Manhattan
2020-01-08,Italian,Critical,Brooklyn
2020-01-17,Coffee/Tea,Critical,Manhattan
2020-01-03,Bakery,Not Critical,Manhattan
2020-01-02,Asian,Not Critical,Queens
2020-01-09,Asian,Critical,Manhattan
2020-01-23,American,Critical,Manhattan
2020-01-24,Bakery Products/Desserts,Not Critical,Brooklyn
2020-01-03,American,Not Critical,Manhattan
2020-01-28,Specialty,Not Critical,Manhattan
2020-01-28,Specialty,Not Critical,Manhattan
2020-01-10,Asian,Critical,Brooklyn
2020-01-18,American,Not Critical,Queens
2020-01-27,American,Not Critical,Manhattan
2020-01-24,American,Not Critical,Brooklyn
2020-01-03,Asian,Not Critical,Queens
2020-01-07,Latin/Caribbean,Critical,Bronx
2020-01-17,American,Critical,Queens
2020-01-08,Latin/Caribbean,Critical,Brooklyn
2020-01-07,Asian,Critical,Manhattan
2020-01-22,Latin/Caribbean,Critical,Brooklyn
2020-01-09,Mexican,Not Critical,Bronx
2020-01-29,Mediterranean,Critical,Bronx
2020-01-09,Asian,Not Critical,Manhattan
2020-01-02,Asian,Critical,Brooklyn
2020-01-31,Latin/Caribbean,Critical,Queens
2020-01-22,Mexican,Not Critical,Brooklyn
2020-01-28,American,Not Critical,Manhattan
2020-01-03,Pizza,Critical,Manhattan
2020-01-09,Soups & Sandwiches,Critical,Bronx
2020-01-22,Bakery,Not Critical,Brooklyn
2020-01-07,Mediterranean,Critical,Bronx
2020-01-07,Italian,Not Critical,Manhattan
2020-01-22,American,Critical,Manhattan
2020-01-11,American,Critical,Brooklyn
2020-01-21,American,Critical,Brooklyn
2020-01-06,American,Critical,Brooklyn
2020-01-29,Specialty,Critical,Brooklyn
2020-01-09,Specialty,Critical,Manhattan
2020-01-28,American,Not Critical,Manhattan
2020-01-15,Italian,Critical,Staten Island
2020-01-13,American,Not Critical,Manhattan
2020-01-14,Asian,Critical,Queens
2020-01-02,Mexican,Critical,Bronx
2020-01-28,Soups & Sandwiches,Critical,Queens
2020-01-16,Asian,Not Critical,Queens
2020-01-28,Asian,Not Critical,Queens
2020-01-31,Mediterranean,Critical,Manhattan
2020-01-06,American,Not Critical,Brooklyn
2020-01-02,Pizza,Not Critical,Brooklyn
2020-01-13,Bakery Products/Desserts,Critical,Brooklyn
2020-01-10,American,Not Applicable,Bronx
2020-01-13,American,Not Critical,Queens
2020-01-02,New American,Critical,Manhattan
2020-01-08,American,Not Critical,Queens
2020-01-29,Specialty,Not Critical,Manhattan
2020-01-17,Bakery,Not Critical,Brooklyn
2020-01-31,Bakery Products/Desserts,Critical,Manhattan
2020-01-14,International,Critical,Manhattan
2020-01-27,American,Not Critical,Brooklyn
2020-01-27,American,Not Critical,Manhattan
2020-01-16,Latin/Caribbean,Not Critical,Queens
2020-01-09,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-09,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-09,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-10,Bakery Products/Desserts,Critical,Queens
2020-01-14,Asian,Critical,Manhattan
2020-01-22,Coffee/Tea,Not Critical,Manhattan
2020-01-13,Latin/Caribbean,Critical,Brooklyn
2020-01-15,American,Not Critical,Staten Island
2020-01-06,Asian,Critical,Queens
2020-01-03,Asian,Not Critical,Queens
2020-01-06,Coffee/Tea,Critical,Queens
2020-01-17,Bakery,Not Critical,Manhattan
2020-01-07,Italian,Critical,Brooklyn
2020-01-15,Latin/Caribbean,Critical,Bronx
